0,-37.331046,-59.1387711
1,-37.3295753,-59.1395596
2,-37.3284469,-59.14035939999999
3,-37.3271453,-59.1410075
4,-37.3259241,-59.14175030000001
5,-37.3249211,-59.14233309999999
6,-37.3289911,-59.1332405
7,-37.32787769999999,-59.13390930000001
8,-37.3239762,-59.13623819999999
9,-37.3230038,-59.1367719
10,-37.3283738,-59.1320114
11,-37.3266845,-59.1330119
12,-37.3257652,-59.133607
13,-37.3246539,-59.1342557
14,-37.32344399999999,-59.13506590000001
15,-37.3223319,-59.1356216
16,-37.3240659,-59.14190809999999
17,-37.3235615,-59.1405837
18,-37.3231406,-59.13947509999999
19,-37.3226127,-59.1381096
20,-37.3220513,-59.13666389999999
21,-37.321479,-59.1351598
22,-37.3209254,-59.13364739999999
23,-37.3300407,-59.1385092
24,-37.3294654,-59.13672459999999
25,-37.3291825,-59.13596589999999
26,-37.3285386,-59.1345153
27,-37.327944,-59.13288069999999
28,-37.3274185,-59.13136609999999
29,-37.32691000000001,-59.13002880000001
30,-37.3303743,-59.1372962
31,-37.3293058,-59.13815739999999
32,-37.3278893,-59.13898
33,-37.3268129,-59.1396649
34,-37.325549,-59.1403006
35,-37.3244015,-59.14112309999999
36,-37.3299752,-59.1359762
37,-37.3278084,-59.1303422
38,-37.3265171,-59.1311024
39,-37.3252441,-59.13187749999999
40,-37.3240766,-59.1325711
41,-37.3229856,-59.1332275
42,-37.3218178,-59.13392209999999
43,-37.3289019,-59.13928749999999
44,-37.3280243,-59.13759450000001
45,-37.3278038,-59.1367249
46,-37.327364,-59.1352961
47,-37.3266518,-59.1337649
48,-37.3261926,-59.13241029999999
49,-37.3256153,-59.1308502
50,-37.3314797,-59.1378362
51,-37.3309018,-59.13638779999999
52,-37.3303368,-59.1351464
53,-37.3297316,-59.1333116
54,-37.3293325,-59.13232009999999
55,-37.3287457,-59.13075629999999
56,-37.32818839999999,-59.129247
57,-37.3251685,-59.1415422
58,-37.3246473,-59.1400355
59,-37.3241746,-59.1387835
60,-37.32387629999999,-59.1374498
61,-37.3231129,-59.1360012
62,-37.3225475,-59.1345081
63,-37.3219548,-59.13306149999999
64,-37.3263003,-59.13493510000001
65,-37.3294738,-59.13489790000001
66,-37.3280024,-59.13572310000001
67,-37.3269098,-59.13647090000001
68,-37.3257265,-59.1371669
69,-37.3246925,-59.1378018
70,-37.3235815,-59.13845689999999
71,-37.3275032,-59.1399521
72,-37.326889,-59.1388425
73,-37.3264763,-59.1373419
74,-37.325969,-59.1359278
75,-37.3253795,-59.1345135
76,-37.32484850000001,-59.1331463
77,-37.3242946,-59.13182579999999
78,-37.3265005,-59.14070339999999
79,-37.3259744,-59.13928629999999
80,-37.3253608,-59.1381453
81,-37.3249894,-59.1367004
82,-37.3243957,-59.1351339
83,-37.3238893,-59.133806
84,-37.3233232,-59.13232
85,-37.3208793,-59.1174753
86,-37.3273352,-59.1376345
87,-37.3261955,-59.13829519999999
88,-37.3250835,-59.13896250000001
89,-37.3239105,-59.1396417
